TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SYNDICATION DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF JAN 15, 2018 (B)",Netflix-My Next Guest Needs No Introduction : Online,142.9,0,0,0,0,0,0,142.9,0,0,0,0
"WEEK OF JAN 15, 2018 (B)",Netflix-Step Sisters : Online,29.6,0,18.7,0,10.9,0,0,0,0,0,0,0
"WEEK OF JAN 22, 2018 (B)",Mudbound : Movie,153.3,0,0,0,0,0,0,105.8,47.5,0,0,0
"WEEK OF JAN 22, 2018 (B)",Netflix : Online,39.2,0,0,0,0,0,0,0,0,0,39.2,0
"WEEK OF JAN 22, 2018 (B)",Netflix Inc : Corporate Promotion,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF JAN 22, 2018 (B)",Netflix-A Futile & Stupid Gesture : Online,48.3,0,0,0,10.9,0,0,37.4,0,0,0,0
"WEEK OF JAN 22, 2018 (B)",Netflix-Altered Carbon : Online,441.4,244.6,147.6,0,49.2,0,0,0,0,0,0,0
"WEEK OF JAN 22, 2018 (B)",Netflix-Disjointed : Online,9.8,0,0,0,0,0,0,0,0,0,9.8,0
"WEEK OF JAN 22, 2018 (B)",Netflix-Icarus : Online,160.9,0,0,0,0,0,0,142.9,18.1,0,0,0
"WEEK OF JAN 22, 2018 (B)",Netflix-On Body & Soul : Online,14.7,0,0,0,0,0,0,0,14.7,0,0,0
"WEEK OF JAN 22, 2018 (B)",Netflix-Strong Island : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF JAN 29, 2018 (B)",Mudbound : Movie,65.4,0,0,0,0,0,0,65.4,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Netflix : Online,3300,0,0,0,0,0,0,0,0,5.6,54,3240.4
"WEEK OF JAN 29, 2018 (B)",Netflix-A Futile & Stupid Gesture : Online,13.8,0,0,0,0,0,0,0,0,0,0,13.8
"WEEK OF JAN 29, 2018 (B)",Netflix-Altered Carbon : Online,902.1,194.8,190.1,0,37.5,399.3,0,0,0,0,0,80.4
"WEEK OF JAN 29, 2018 (B)",Netflix-Benji : Online,7.5,0,7.5,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Netflix-Bright : Online,4.8,0,0,0,0,0,0,0,0,0,0,4.8
"WEEK OF JAN 29, 2018 (B)",Netflix-Chris Rock Tamborine : Online,5.5,0,0,0,0,0,0,0,0,0,0,5.5
"WEEK OF JAN 29, 2018 (B)",Netflix-Cloverfield Paradox : Online,6552.3,6541.2,11.1,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Netflix-Dance Academy : Online,3.5,0,0,0,0,0,0,0,0,0,0,3.5
"WEEK OF JAN 29, 2018 (B)",Netflix-Dirty Money : Online,4.6,0,0,0,4.6,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Netflix-Disjointed : Online,6.8,0,0,0,0,0,0,0,0,0,4.2,2.6
"WEEK OF JAN 29, 2018 (B)",Netflix-Grace & Frankie : Online,425.1,0,0,0,0,425.1,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Netflix-Greenhouse Academy : Online,21,0,0,0,0,0,0,0,0,0,0,21
"WEEK OF JAN 29, 2018 (B)",Netflix-Icarus : Online,34.7,0,0,0,0,0,0,32.6,2,0,0,0
"WEEK OF JAN 29, 2018 (B)",Netflix-Joel McHale Show With Joel McHale : Online,30.1,0,0,0,0,0,0,0,0,0,0,30.1
"WEEK OF JAN 29, 2018 (B)",Netflix-Mudbound : Online,4.6,0,0,0,0,0,0,0,4.6,0,0,0
"WEEK OF JAN 29, 2018 (B)",Netflix-My Next Guest Needs No Introduction : Online,256.1,0,0,0,0.2,255.9,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Netflix-One Day At A Time : Online,5.5,0,0,0,0,0,0,0,0,0,0,5.5
"WEEK OF JAN 29, 2018 (B)",Netflix-Queer Eye : Online,0.2,0,0.2,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Netflix-Seven Seconds : Online,58.6,0,0,0,0,0,0,0,0,0,0,58.6
"WEEK OF JAN 29, 2018 (B)",Netflix-Step Sisters : Online,2,0,0,0,0,0,0,0,0,0,0,2
"WEEK OF JAN 29, 2018 (B)",Netflix-Strong Island : Online,32.6,0,0,0,0,0,0,32.6,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Netflix-Tamborine : Online,157,157,0,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Netflix-United : Online,22.7,0,0,0,0,0,0,0,0,0,22.7,0
"WEEK OF FEB 05, 2018 (B)",Mudbound : Movie,102.4,0,0,0,2.8,0,0,65.4,34.2,0,0,0
"WEEK OF FEB 05, 2018 (B)",Netflix : Online,74.8,0,0,0,0,0,0,0,0,9.8,65.1,0
"WEEK OF FEB 05, 2018 (B)",Netflix-Altered Carbon : Online,724.3,224.8,61.5,0,116.5,321.5,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",Netflix-Benji : Online,0.3,0,0.3,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",Netflix-Cloverfield Paradox : Online,1693.6,924.1,481.6,0,287.8,0,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",Netflix-Everything Sucks : Online,29.2,29.2,0,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",Netflix-Icarus : Online,87.1,0,0,0,22.5,0,0,33.2,31.4,0,0,0
"WEEK OF FEB 05, 2018 (B)",Netflix-Maddman The Steve Madden Story : Online,38.1,0,0,0,0,0,0,0,38.1,0,0,0
"WEEK OF FEB 05, 2018 (B)",Netflix-My Next Guest Needs No Introduction : Online,41.9,39.3,0,0,2.6,0,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",Netflix-On Body & Soul : Online,34.7,0,0,0,0,0,0,32.6,2,0,0,0
"WEEK OF FEB 05, 2018 (B)",Netflix-Queer Eye : Online,134.4,0,6.6,95.2,32.6,0,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",Netflix-Seeing Allred : Online,5.4,0,0,0,0,0,0,5.4,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",Netflix-Seven Seconds : Online,53.7,0,0,0,53.7,0,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",Netflix-Strong Island : Online,62.6,0,0,0,0,0,0,33.2,29.4,0,0,0
"WEEK OF FEB 05, 2018 (B)",Netflix-United : Online,39.7,0,0,0,0,0,0,0,0,0,39.7,0
"WEEK OF FEB 05, 2018 (B)",Netflix-When We First Met : Online,21.6,0,0,0,21.6,0,0,0,0,0,0,0
"WEEK OF FEB 12, 2018 (B)",Mudbound : Movie,356.9,0,0,0,4.5,0,0,334.4,18.1,0,0,0
"WEEK OF FEB 12, 2018 (B)",Netflix : Online,87.7,0,0,0,0,0,0,0,12.9,9.8,65.1,0
"WEEK OF FEB 12, 2018 (B)",Netflix-All Hail King Julien : Online,71.8,0,71.8,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 12, 2018 (B)",Netflix-Altered Carbon : Online,45.7,0,45.7,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 12, 2018 (B)",Netflix-Chris Rock Tamborine : Online,384.1,0,322.9,0,61.2,0,0,0,0,0,0,0
"WEEK OF FEB 12, 2018 (B)",Netflix-Cloverfield Paradox : Online,501.2,46.1,439.2,0,16,0,0,0,0,0,0,0
"WEEK OF FEB 12, 2018 (B)",Netflix-Heroine : Online,25.4,0,0,0,0,0,0,25.4,0,0,0,0
"WEEK OF FEB 12, 2018 (B)",Netflix-Icarus : Online,259.5,0,0,0,28.8,0,0,173,57.7,0,0,0
"WEEK OF FEB 12, 2018 (B)",Netflix-Joel McHale Show With Joel McHale : Online,264,0,0,0,3,261,0,0,0,0,0,0
"WEEK OF FEB 12, 2018 (B)",Netflix-Mudbound : Online,56.6,0,0,0,1.4,0,0,0,55.2,0,0,0
"WEEK OF FEB 12, 2018 (B)",Netflix-On Body & Soul : Online,120.6,0,0,0,2.5,0,0,98.8,19.2,0,0,0
"WEEK OF FEB 12, 2018 (B)",Netflix-Queer Eye : Online,521.7,0,0,0,0,521.7,0,0,0,0,0,0
"WEEK OF FEB 12, 2018 (B)",Netflix-Seven Seconds : Online,45.6,0,0,0,45.6,0,0,0,0,0,0,0
"WEEK OF FEB 12, 2018 (B)",Netflix-Strong Island : Online,60.1,0,0,0,0,0,0,58.1,2,0,0,0
"WEEK OF FEB 12, 2018 (B)",Netflix-United : Online,39.7,0,0,0,0,0,0,0,0,0,39.7,0
"WEEK OF FEB 12, 2018 (B)",Netflix-When We First Met : Online,54,54,0,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 19, 2018 (B)",Mudbound : Movie,879.5,0,0,0,12.7,0,0,793.5,73.3,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix : Online,217.7,0,0,0,0,0,0,142.9,0,9.8,65.1,0
"WEEK OF FEB 19, 2018 (B)",Netflix-Altered Carbon : Online,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-Benji : Online,1,0,1,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-Chris Rock Tamborine : Online,63.3,0,63.3,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-Collateral : Online,126.3,0,124,0,2.4,0,0,0,0,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-First Team Juventus : Online,71.4,0,0,0,0,0,0,71.4,0,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-Heroine & Strong Island : Online,301.4,0,0,0,0,0,0,301.4,0,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-Heroine : Online,60.9,0,0,0,0,0,0,25.4,35.5,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-Icarus : Online,925.1,0,0,0,36,0,0,784.7,104.4,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-Jessica Jones : Online,4537,4019.8,517.1,0,0.1,0,0,0,0,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-Joel McHale Show With Joel McHale : Online,12.7,0,0,0,12.7,0,0,0,0,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-Mudbound : Online,30.8,0,0,0,1.4,0,0,0,29.4,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-Mute : Online,201.3,0,0,0,0,200.7,0,0,0.6,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-On Body & Soul : Online,241.3,0,0,0,3.1,0,0,169,69.2,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-Seven Seconds : Online,672.2,199.9,337.7,0,134.7,0,0,0,0,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-Strong Island : Online,94.9,0,0,0,0,0,0,25.4,69.4,0,0,0
"WEEK OF FEB 19, 2018 (B)",Netflix-United : Online,39.7,0,0,0,0,0,0,0,0,0,39.7,0
"WEEK OF FEB 26, 2018 (B)",Mudbound : Movie,303.4,0,0,0,2,0,0,301.4,0,0,0,0
"WEEK OF FEB 26, 2018 (B)",Netflix : Online,3210.9,0,0,0,8,0,0,37.4,0,5.3,63,3097.2
"WEEK OF FEB 26, 2018 (B)",Netflix Inc : Corporate Promotion,64.8,0,0,0,0,0,0,0,0,0,0,64.8
"WEEK OF FEB 26, 2018 (B)",Netflix-All Hail King Julien : Online,56.6,0,56.6,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 26, 2018 (B)",Netflix-Black Mirror : Online,12.8,0,0,0,0,0,0,0,0,0,0,12.8
"WEEK OF FEB 26, 2018 (B)",Netflix-Chris Rock Tamborine : Online,0.9,0,0,0,0,0,0,0,0,0,0,0.9
"WEEK OF FEB 26, 2018 (B)",Netflix-Cloverfield Paradox : Online,49.4,0,49.4,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 26, 2018 (B)",Netflix-Collateral : Online,5.2,0,0,0,5.2,0,0,0,0,0,0,0
"WEEK OF FEB 26, 2018 (B)",Netflix-Flint Town : Online,55.8,0,0,0,6.6,0,0,35.7,13.5,0,0,0
"WEEK OF FEB 26, 2018 (B)",Netflix-Fuller House : Online,6.3,0,0,0,0,0,0,0,0,0,6.3,0
"WEEK OF FEB 26, 2018 (B)",Netflix-Heroine : Online,71.8,0,0,0,0,0,0,71.8,0,0,0,0
"WEEK OF FEB 26, 2018 (B)",Netflix-House Of Cards : Online,2105,2105,0,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 26, 2018 (B)",Netflix-Icarus : Online,313.8,0,0,0,11.9,0,0,301.4,0.5,0,0,0
"WEEK OF FEB 26, 2018 (B)",Netflix-Jessica Jones : Online,673.1,0,231.5,0,0,441.6,0,0,0,0,0,0
"WEEK OF FEB 26, 2018 (B)",Netflix-Joel McHale Show With Joel McHale : Online,19.4,0,0,0,0,0,0,0,0,0,0,19.4
"WEEK OF FEB 26, 2018 (B)",Netflix-Lemony Snickets A Series Of Unfortunate Events : Online,59.4,0,0,0,0,0,0,0,0,0,0,59.4
"WEEK OF FEB 26, 2018 (B)",Netflix-Lost In Space : Online,41.5,0,0,0,0,0,0,0,0,0,0,41.5
"WEEK OF FEB 26, 2018 (B)",Netflix-Marlon Wayans Woke-ish : Online,2.6,0,0,0,2.6,0,0,0,0,0,0,0
"WEEK OF FEB 26, 2018 (B)",Netflix-On Body & Soul : Online,75.3,0,0,0,0,0,0,75.3,0,0,0,0
"WEEK OF FEB 26, 2018 (B)",Netflix-Outsider : Online,9,0,0,0,9,0,0,0,0,0,0,0
"WEEK OF FEB 26, 2018 (B)",Netflix-Santa Clarita Diet : Online,243.8,0,0,0,0,243.8,0,0,0,0,0,0
"WEEK OF FEB 26, 2018 (B)",Netflix-Seven Seconds : Online,711.5,634.9,0,0,66.8,0,0,0,0,0,0,9.8
"WEEK OF FEB 26, 2018 (B)",Netflix-Strong Island : Online,75.3,0,0,0,0,0,0,75.3,0,0,0,0
"WEEK OF FEB 26, 2018 (B)",Netflix-United : Online,17,0,0,0,0,0,0,0,0,0,17,0
"WEEK OF FEB 26, 2018 (B)",Netflix-Week Of : Online,876,876,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 05, 2018 (B)",Netflix : Online,69.6,0,0,0,6.2,0,0,0,0,2,61.4,0
"WEEK OF MAR 05, 2018 (B)",Netflix-Benji : Online,85.1,8.9,19.4,56.8,0,0,0,0,0,0,0,0
"WEEK OF MAR 05, 2018 (B)",Netflix-Collateral : Online,161.2,0,8.8,0,9.6,0,0,142.9,0,0,0,0
"WEEK OF MAR 05, 2018 (B)",Netflix-Fuller House : Online,11,0,0,0,0,0,0,0,0,0,11,0
"WEEK OF MAR 05, 2018 (B)",Netflix-Game Over Man : Online,18.9,0,18.9,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 05, 2018 (B)",Netflix-House Of Cards : Online,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF MAR 05, 2018 (B)",Netflix-Jessica Jones : Online,439.2,190.9,6.2,0,1.2,240.9,0,0,0,0,0,0
"WEEK OF MAR 05, 2018 (B)",Netflix-Lemony Snickets A Series Of Unfortunate Events : Online,19,0,0,0,19,0,0,0,0,0,0,0
"WEEK OF MAR 05, 2018 (B)",Netflix-Love : Online,160.9,0,0,0,0,0,0,142.9,18.1,0,0,0
"WEEK OF MAR 05, 2018 (B)",Netflix-Marlon Wayans Woke-ish : Online,0.9,0,0,0,0.9,0,0,0,0,0,0,0
"WEEK OF MAR 05, 2018 (B)",Netflix-Outsider : Online,37,0,0,0,32.4,0,0,0,4.5,0,0,0
"WEEK OF MAR 12, 2018 (B)",Netflix : Online,63.4,0,0,0,0,0,0,0,0,2,61.4,0
"WEEK OF MAR 12, 2018 (B)",Netflix-Benji : Online,33.3,0,29.5,0,3.8,0,0,0,0,0,0,0
"WEEK OF MAR 12, 2018 (B)",Netflix-Collateral : Online,8.3,0,8.3,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 12, 2018 (B)",Netflix-Fuller House : Online,11,0,0,0,0,0,0,0,0,0,11,0
"WEEK OF MAR 12, 2018 (B)",Netflix-Game Over Man : Online,28.6,0,28.5,0,0.1,0,0,0,0,0,0,0
"WEEK OF MAR 12, 2018 (B)",Netflix-Jessica Jones : Online,51.3,51.3,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 12, 2018 (B)",Netflix-Love : Online,200.7,0,0,0,0,200.7,0,0,0,0,0,0
"WEEK OF MAR 12, 2018 (B)",Netflix-Outsider : Online,30.3,0,0,0,30.3,0,0,0,0,0,0,0
"WEEK OF MAR 12, 2018 (B)",Netflix-Ricky Gervais Humanity : Online,13.2,0,0,0,13.2,0,0,0,0,0,0,0
"WEEK OF MAR 12, 2018 (B)",Netflix-Santa Clarita Diet : Online,1602.9,988.2,152.8,135.6,65.3,261,0,0,0,0,0,0
"WEEK OF MAR 19, 2018 (B)",Netflix : Online,63.4,0,0,0,0,0,0,0,0,2,61.4,0
"WEEK OF MAR 19, 2018 (B)",Netflix-A Series Of Unfortunate Events : Online,1.7,0,0,0,1.7,0,0,0,0,0,0,0
"WEEK OF MAR 19, 2018 (B)",Netflix-Alexa & Katie : Online,37.2,0,37.2,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 19, 2018 (B)",Netflix-Benji : Online,25.7,0,25.7,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 19, 2018 (B)",Netflix-Fuller House : Online,11,0,0,0,0,0,0,0,0,0,11,0
"WEEK OF MAR 19, 2018 (B)",Netflix-Game Over Man : Online,592.8,441.1,151.7,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 19, 2018 (B)",Netflix-Lost In Space : Online,1167.1,436.8,730.3,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 19, 2018 (B)",Netflix-Outsider : Online,18.3,0,0,0,18.3,0,0,0,0,0,0,0
"WEEK OF MAR 19, 2018 (B)",Netflix-Paradox : Online,382.5,107.9,0,0,0,257.2,0,0,17.4,0,0,0
"WEEK OF MAR 19, 2018 (B)",Netflix-Requiem : Online,35.2,0,0,0,35.2,0,0,0,0,0,0,0
"WEEK OF MAR 19, 2018 (B)",Netflix-Ricky Gervais Humanity : Online,2.1,0,0,0,2.1,0,0,0,0,0,0,0
"WEEK OF MAR 19, 2018 (B)",Netflix-Roxanne Roxanne : Online,89.7,0,0,0,0,0,0,89.1,0.6,0,0,0
"WEEK OF MAR 19, 2018 (B)",Netflix-Santa Clarita Diet : Online,1357.1,753.1,309,135.6,159.4,0,0,0,0,0,0,0
"WEEK OF MAR 19, 2018 (B)",Netflix-Week Of : Online,74.1,0,0,0,74.1,0,0,0,0,0,0,0
"WEEK OF MAR 26, 2018 (B)",Netflix : Online,2555.8,0,6.4,0,0,0,0,0,0,5.8,81.8,2461.7
"WEEK OF MAR 26, 2018 (B)",Netflix-A Series Of Unfortunate Events : Online,5,0,0,0,5,0,0,0,0,0,0,0
"WEEK OF MAR 26, 2018 (B)",Netflix-Alexa & Katie : Online,68.1,0,40,0,0,0,0,0,0,0,0,28.1
"WEEK OF MAR 26, 2018 (B)",Netflix-Chefs Table : Online,15,0,0,0,0,0,0,0,0,0,0,15
"WEEK OF MAR 26, 2018 (B)",Netflix-Come Sunday : Online,175.3,139,0,0,0,0,0,0,0,0,0,36.3
"WEEK OF MAR 26, 2018 (B)",Netflix-First Match : Online,35.7,0,0,0,0,0,0,35.7,0,0,0,0
"WEEK OF MAR 26, 2018 (B)",Netflix-Fuller House : Online,9.4,0,0,0,0,0,0,0,0,0,9.4,0
"WEEK OF MAR 26, 2018 (B)",Netflix-Game Over Man : Online,81.3,0,49.2,0,0,0,0,0,0,0,0,32.1
"WEEK OF MAR 26, 2018 (B)",Netflix-Godless : Online,53.6,0,0,0,0,53.6,0,0,0,0,0,0
"WEEK OF MAR 26, 2018 (B)",Netflix-Jessica Jones : Online,335.2,0,0,0,0,335.2,0,0,0,0,0,0
"WEEK OF MAR 26, 2018 (B)",Netflix-Lemony Snickets A Series Of Unfortunate Events : Online,133.5,0,0,0,1.3,0,0,0,0,0,0,132.2
"WEEK OF MAR 26, 2018 (B)",Netflix-Lost In Space : Online,166.3,0,0,0,0,108.5,0,0,0,2.5,0,55.4
"WEEK OF MAR 26, 2018 (B)",Netflix-Mindhunter : Online,53.6,0,0,0,0,53.6,0,0,0,0,0,0
"WEEK OF MAR 26, 2018 (B)",Netflix-Ozark : Online,53.6,0,0,0,0,53.6,0,0,0,0,0,0
"WEEK OF MAR 26, 2018 (B)",Netflix-Paradox : Online,29.8,29.8,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 26, 2018 (B)",Netflix-Requiem : Online,4.7,0,0,0,4.7,0,0,0,0,0,0,0
"WEEK OF MAR 26, 2018 (B)",Netflix-Santa Clarita Diet : Online,1298.5,583.9,132,0,238.9,343.7,0,0,0,0,0,0
"WEEK OF MAR 26, 2018 (B)",Netflix-Week Of : Online,122.8,0,0,0,0,0,0,0,0,0,0,122.8
"WEEK OF APR 02, 2018 (B)",Netflix : Online,232.8,0,0,0,0,0,0,0,0,28.5,204.3,0
"WEEK OF APR 02, 2018 (B)",Netflix-A Series Of Unfortunate Events : Online,271.5,0,0,0,10.5,261,0,0,0,0,0,0
"WEEK OF APR 02, 2018 (B)",Netflix-Bobby Kennedy For President : Online,4.7,0,0,0,4.7,0,0,0,0,0,0,0
"WEEK OF APR 02, 2018 (B)",Netflix-Come Sunday : Online,35.7,0,0,0,0,0,0,35.7,0,0,0,0
"WEEK OF APR 02, 2018 (B)",Netflix-Lemony Snickets A Series Of Unfortunate Events : Online,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF APR 02, 2018 (B)",Netflix-Lost In Space : Online,622.5,445.9,143.6,0,15.6,0,0,0,0,17.4,0,0
"WEEK OF APR 02, 2018 (B)",Netflix-Santa Clarita Diet : Online,241.2,0,0,0,241.2,0,0,0,0,0,0,0
"WEEK OF APR 02, 2018 (B)",Netflix-Seth Rogens Hilarity For Charity : Online,10.3,0,0,0,10.3,0,0,0,0,0,0,0
"WEEK OF APR 09, 2018 (B)",Netflix : Online,232.8,0,0,0,0,0,0,0,0,28.5,204.3,0
"WEEK OF APR 09, 2018 (B)",Netflix Inc : Corporate Promotion,142.9,0,0,0,0,0,0,142.9,0,0,0,0
"WEEK OF APR 09, 2018 (B)",Netflix-A Series Of Unfortunate Events : Online,5.2,0,0,0,5.2,0,0,0,0,0,0,0
"WEEK OF APR 09, 2018 (B)",Netflix-Come Sunday : Online,1.9,0,0,0,1.3,0,0,0,0.6,0,0,0
"WEEK OF APR 09, 2018 (B)",Netflix-Kodachrome : Online,35.7,0,0,0,0,0,0,35.7,0,0,0,0
"WEEK OF APR 09, 2018 (B)",Netflix-Lemony Snickets A Series Of Unfortunate Events : Online,7.3,0,0,0,7.3,0,0,0,0,0,0,0
"WEEK OF APR 09, 2018 (B)",Netflix-Lost In Space : Online,1763,1114.8,294.3,295,41.5,0,0,0,0,17.4,0,0
"WEEK OF APR 09, 2018 (B)",Netflix-Seth Rogens Hilarity For Charity : Online,17.1,0,0,0,17.1,0,0,0,0,0,0,0
"WEEK OF APR 09, 2018 (B)",Netflix-Week Of : Online,1056.9,1008.9,47,0,1,0,0,0,0,0,0,0
"WEEK OF APR 16, 2018 (B)",Netflix : Online,232.8,0,0,0,0,0,0,0,0,28.5,204.3,0
"WEEK OF APR 16, 2018 (B)",Netflix-Kevin James Never Dont Give Up : Online,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF APR 16, 2018 (B)",Netflix-Kodachrome : Online,68.2,0,0,0,0,0,0,39.5,28.7,0,0,0
"WEEK OF APR 16, 2018 (B)",Netflix-Lost In Space : Online,661.4,176.7,166.6,0,39.6,261,0,0,0,17.4,0,0
"WEEK OF APR 16, 2018 (B)",Netflix-Luis Miguel : Online,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF APR 16, 2018 (B)",Netflix-Week Of : Online,1311.5,597.3,543.3,0,171,0,0,0,0,0,0,0
"WEEK OF APR 23, 2018 (B)",Netflix : Online,232.8,0,0,0,0,0,0,0,0,28.5,204.3,0
"WEEK OF APR 23, 2018 (B)",Netflix-John Mulaney Kid Gorgeous At Radio City : Online,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF APR 23, 2018 (B)",Netflix-Kevin James Never Dont Give Up : Online,10.6,0,8.3,0,2.3,0,0,0,0,0,0,0
"WEEK OF APR 23, 2018 (B)",Netflix-Kodachrome : Online,37.4,0,0,0,0,0,0,37.4,0,0,0,0
"WEEK OF APR 23, 2018 (B)",Netflix-Lost In Space : Online,1061.5,355.7,160.1,0,6.6,521.7,0,0,0,17.4,0,0
"WEEK OF APR 23, 2018 (B)",Netflix-Luis Miguel : Online,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF APR 23, 2018 (B)",Netflix-Rachel Divide : Online,10.5,0,0,0,0,0,0,9.9,0.6,0,0,0
"WEEK OF APR 23, 2018 (B)",Netflix-Week Of : Online,2122.1,1135.6,687.6,90,208.9,0,0,0,0,0,0,0
"WEEK OF APR 30, 2018 (B)",Netflix : Online,3740.4,0,0,0,0,0,0,0,18.1,25.8,57.4,3639.2
"WEEK OF APR 30, 2018 (B)",Netflix Inc : Corporate Promotion,63.7,0,0,0,0,0,0,0,0,0,0,63.7
"WEEK OF APR 30, 2018 (B)",Netflix-Arrested Development : Online,95.5,0,0,0,0,0,0,0,0,0,0,95.5
"WEEK OF APR 30, 2018 (B)",Netflix-Chefs Table : Online,3.1,0,0,0,0,0,0,0,0,0,0,3.1
"WEEK OF APR 30, 2018 (B)",Netflix-Crown : Online,53.6,0,0,0,0,53.6,0,0,0,0,0,0
"WEEK OF APR 30, 2018 (B)",Netflix-Dear White People : Online,278,0,33.1,0,1.2,243.8,0,0,0,0,0,0
"WEEK OF APR 30, 2018 (B)",Netflix-Emmys 2013 : Online,141.1,0,0,0,0,0,0,0,0,0,0,141.1
"WEEK OF APR 30, 2018 (B)",Netflix-End Game : Online,0.6,0,0,0,0,0,0,0,0.6,0,0,0
"WEEK OF APR 30, 2018 (B)",Netflix-Evil Genius : Online,7.1,0,0,0,0,0,0,0,0,0,0,7.1
"WEEK OF APR 30, 2018 (B)",Netflix-Fastest Car : Online,316.2,0,0,0,0,316.2,0,0,0,0,0,0
"WEEK OF APR 30, 2018 (B)",Netflix-Ibiza : Online,24.5,0,0,0,0,0,0,0,0,0,0,24.5
"WEEK OF APR 30, 2018 (B)",Netflix-John Mulaney Kid Gorgeous At Radio City : Online,6.5,0,0,0,6.5,0,0,0,0,0,0,0
"WEEK OF APR 30, 2018 (B)",Netflix-Kevin James Never Dont Give Up : Online,7.1,0,0,0,7.1,0,0,0,0,0,0,0
"WEEK OF APR 30, 2018 (B)",Netflix-Lost In Space : Online,949.3,827.3,15.6,0,0,103.8,0,0,0,2.5,0,0
"WEEK OF APR 30, 2018 (B)",Netflix-Luis Miguel : Online,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF APR 30, 2018 (B)",Netflix-Mindhunter : Online,53.6,0,0,0,0,53.6,0,0,0,0,0,0
"WEEK OF APR 30, 2018 (B)",Netflix-Ozark : Online,53.6,0,0,0,0,53.6,0,0,0,0,0,0
