FIXED TIME,CABLE TV_diff,CABLE TV_diff_lag1,CABLE TV_diff_lag2,CABLE TV_diff_lag3,CABLE TV_diff_lag4,CABLE TV_diff_lag5,MAGAZINES_diff,MAGAZINES_diff_lag1,MAGAZINES_diff_lag2,MAGAZINES_diff_lag3,MAGAZINES_diff_lag4,MAGAZINES_diff_lag5,NAT SPOT RADIO_diff,NAT SPOT RADIO_diff_lag1,NAT SPOT RADIO_diff_lag2,NAT SPOT RADIO_diff_lag3,NAT SPOT RADIO_diff_lag4,NAT SPOT RADIO_diff_lag5,NATL NEWSP_diff,NATL NEWSP_diff_lag1,NATL NEWSP_diff_lag2,NATL NEWSP_diff_lag3,NATL NEWSP_diff_lag4,NATL NEWSP_diff_lag5,NETWORK RADIO_diff,NETWORK RADIO_diff_lag1,NETWORK RADIO_diff_lag2,NETWORK RADIO_diff_lag3,NETWORK RADIO_diff_lag4,NETWORK RADIO_diff_lag5,NETWORK TV_diff,NETWORK TV_diff_lag1,NETWORK TV_diff_lag2,NETWORK TV_diff_lag3,NETWORK TV_diff_lag4,NETWORK TV_diff_lag5,NEWSPAPER_diff,NEWSPAPER_diff_lag1,NEWSPAPER_diff_lag2,NEWSPAPER_diff_lag3,NEWSPAPER_diff_lag4,NEWSPAPER_diff_lag5,OUTDOOR_diff,OUTDOOR_diff_lag1,OUTDOOR_diff_lag2,OUTDOOR_diff_lag3,OUTDOOR_diff_lag4,OUTDOOR_diff_lag5,SPOT TV_diff,SPOT TV_diff_lag1,SPOT TV_diff_lag2,SPOT TV_diff_lag3,SPOT TV_diff_lag4,SPOT TV_diff_lag5,SUNDAY MAGS_diff,SUNDAY MAGS_diff_lag1,SUNDAY MAGS_diff_lag2,SUNDAY MAGS_diff_lag3,SUNDAY MAGS_diff_lag4,SUNDAY MAGS_diff_lag5,SYNDICATION_diff,SYNDICATION_diff_lag1,SYNDICATION_diff_lag2,SYNDICATION_diff_lag3,SYNDICATION_diff_lag4,SYNDICATION_diff_lag5,TOTAL_diff,TOTAL_diff_lag1,TOTAL_diff_lag2,TOTAL_diff_lag3,TOTAL_diff_lag4,TOTAL_diff_lag5,value_diff
2013-12-16,266.2,0.5999999999999659,-20.099999999999966,357.7,-30.9,18.9,12.099999999999966,378.8,-387.4,-15.600000000000023,403.0,0.0,0.0,0.0,149.9,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,5.0,0.0,0.0,619.4,-790.8,-715.7,1704.0,-194.4,18.5,-44.7,44.7,-207.4,207.4,0.0,0.0,0.0,0.0,-903.2,903.2,0.0,0.0,16.800000000000004,10.299999999999997,0.40000000000000213,15.2,-13.2,-1.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.9000000000000057,-48.400000000000006,-37.39999999999998,277.2,-457.7,242.39999999999998,872.5999999999999,-404.6999999999998,-2091.0,3479.1,-293.20000000000005,278.40000000000003,1728.6991275116525
2013-12-23,477.1,266.2,0.5999999999999659,-20.099999999999966,357.7,-30.9,-66.5,12.099999999999966,378.8,-387.4,-15.600000000000023,403.0,0.0,0.0,0.0,149.9,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,5.0,0.0,1632.1,619.4,-790.8,-715.7,1704.0,-194.4,45.4,-44.7,44.7,-207.4,207.4,0.0,0.0,0.0,0.0,-903.2,903.2,0.0,-37.2,16.800000000000004,10.299999999999997,0.40000000000000213,15.2,-13.2,0.0,0.0,0.0,0.0,0.0,0.0,144.2,2.9000000000000057,-48.400000000000006,-37.39999999999998,277.2,-457.7,2195.0999999999985,872.5999999999999,-404.6999999999998,-2091.0,3479.1,-293.20000000000005,8942.58254860423
2013-12-30,-105.10000000000002,477.1,266.2,0.5999999999999659,-20.099999999999966,357.7,778.6,-66.5,12.099999999999966,378.8,-387.4,-15.600000000000023,-124.9,0.0,0.0,0.0,149.9,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.9,0.0,0.0,0.0,29.9,5.0,309.4000000000001,1632.1,619.4,-790.8,-715.7,1704.0,-45.4,45.4,-44.7,44.7,-207.4,207.4,461.69999999999993,0.0,0.0,0.0,-903.2,903.2,34.2,-37.2,16.800000000000004,10.299999999999997,0.40000000000000213,15.2,0.0,0.0,0.0,0.0,0.0,0.0,111.5,144.2,2.9000000000000057,-48.400000000000006,-37.39999999999998,277.2,1395.0,2195.0999999999985,872.5999999999999,-404.6999999999998,-2091.0,3479.1,453.9203876563115
2014-01-06,-927.6999999999999,-105.10000000000002,477.1,266.2,0.5999999999999659,-20.099999999999966,-1103.0,778.6,-66.5,12.099999999999966,378.8,-387.4,-50.0,-124.9,0.0,0.0,0.0,149.9,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-24.9,0.0,0.0,0.0,29.9,-2690.3,309.4000000000001,1632.1,619.4,-790.8,-715.7,0.0,-45.4,45.4,-44.7,44.7,-207.4,-461.69999999999993,461.69999999999993,0.0,0.0,0.0,-903.2,1.8999999999999986,34.2,-37.2,16.800000000000004,10.299999999999997,0.40000000000000213,0.0,0.0,0.0,0.0,0.0,0.0,-65.39999999999998,111.5,144.2,2.9000000000000057,-48.400000000000006,-37.39999999999998,-5306.0999999999985,1395.0,2195.0999999999985,872.5999999999999,-404.6999999999998,-2091.0,-7028.629516454599
2014-01-13,-17.900000000000002,-927.6999999999999,-105.10000000000002,477.1,266.2,0.5999999999999659,192.3,-1103.0,778.6,-66.5,12.099999999999966,378.8,0.0,-50.0,-124.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-24.9,0.0,0.0,0.0,-22.799999999999997,-2690.3,309.4000000000001,1632.1,619.4,-790.8,0.0,0.0,-45.4,45.4,-44.7,44.7,0.0,-461.69999999999993,461.69999999999993,0.0,0.0,0.0,-27.700000000000003,1.8999999999999986,34.2,-37.2,16.800000000000004,10.299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-92.20000000000005,-65.39999999999998,111.5,144.2,2.9000000000000057,-48.400000000000006,31.700000000000045,-5306.0999999999985,1395.0,2195.0999999999985,872.5999999999999,-404.6999999999998,-1700.7074064174376
2014-01-20,130.5,-17.900000000000002,-927.6999999999999,-105.10000000000002,477.1,266.2,-192.3,192.3,-1103.0,778.6,-66.5,12.099999999999966,0.0,0.0,-50.0,-124.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-24.9,0.0,0.0,22.799999999999997,-22.799999999999997,-2690.3,309.4000000000001,1632.1,619.4,0.0,0.0,0.0,-45.4,45.4,-44.7,0.0,0.0,-461.69999999999993,461.69999999999993,0.0,0.0,3.799999999999999,-27.700000000000003,1.8999999999999986,34.2,-37.2,16.800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,20.0,-92.20000000000005,-65.39999999999998,111.5,144.2,2.9000000000000057,-15.200000000000045,31.700000000000045,-5306.0999999999985,1395.0,2195.0999999999985,872.5999999999999,1494.757889986391
2014-01-27,-130.8,130.5,-17.900000000000002,-927.6999999999999,-105.10000000000002,477.1,264.5,-192.3,192.3,-1103.0,778.6,-66.5,0.0,0.0,0.0,-50.0,-124.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-24.9,0.0,-23.599999999999994,22.799999999999997,-22.799999999999997,-2690.3,309.4000000000001,1632.1,0.0,0.0,0.0,0.0,-45.4,45.4,445.2000000000001,0.0,0.0,-461.69999999999993,461.69999999999993,0.0,-3.6999999999999993,3.799999999999999,-27.700000000000003,1.8999999999999986,34.2,-37.2,0.0,0.0,0.0,0.0,0.0,0.0,185.70000000000005,20.0,-92.20000000000005,-65.39999999999998,111.5,144.2,737.3,-15.200000000000045,31.700000000000045,-5306.0999999999985,1395.0,2195.0999999999985,-2945.4517600500185
2014-02-03,-31.5,-130.8,130.5,-17.900000000000002,-927.6999999999999,-105.10000000000002,-264.5,264.5,-192.3,192.3,-1103.0,778.6,0.0,0.0,0.0,0.0,-50.0,-124.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-24.9,-44.5,-23.599999999999994,22.799999999999997,-22.799999999999997,-2690.3,309.4000000000001,0.0,0.0,0.0,0.0,0.0,-45.4,-445.2000000000001,445.2000000000001,0.0,0.0,-461.69999999999993,461.69999999999993,-14.5,-3.6999999999999993,3.799999999999999,-27.700000000000003,1.8999999999999986,34.2,0.0,0.0,0.0,0.0,0.0,0.0,-421.8,185.70000000000005,20.0,-92.20000000000005,-65.39999999999998,111.5,-1222.0,737.3,-15.200000000000045,31.700000000000045,-5306.0999999999985,1395.0,-1607.8725116657733
2014-02-10,0.0,-31.5,-130.8,130.5,-17.900000000000002,-927.6999999999999,58.4,-264.5,264.5,-192.3,192.3,-1103.0,0.0,0.0,0.0,0.0,0.0,-50.0,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-44.5,-23.599999999999994,22.799999999999997,-22.799999999999997,-2690.3,157.0,0.0,0.0,0.0,0.0,0.0,0.0,-445.2000000000001,445.2000000000001,0.0,0.0,-461.69999999999993,0.0,-14.5,-3.6999999999999993,3.799999999999999,-27.700000000000003,1.8999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,488.09999999999997,-421.8,185.70000000000005,20.0,-92.20000000000005,-65.39999999999998,863.8000000000001,-1222.0,737.3,-15.200000000000045,31.700000000000045,-5306.0999999999985,1133.876712759491
2014-02-17,0.0,0.0,-31.5,-130.8,130.5,-17.900000000000002,471.30000000000007,58.4,-264.5,264.5,-192.3,192.3,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.5,-23.599999999999994,22.799999999999997,-22.799999999999997,-157.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,-445.2000000000001,445.2000000000001,0.0,0.0,0.0,0.0,-14.5,-3.6999999999999993,3.799999999999999,-27.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,-369.09999999999997,488.09999999999997,-421.8,185.70000000000005,20.0,-92.20000000000005,-215.10000000000002,863.8000000000001,-1222.0,737.3,-15.200000000000045,31.700000000000045,-473.3523371205192
2014-02-24,144.6,0.0,0.0,-31.5,-130.8,130.5,1491.3,471.30000000000007,58.4,-264.5,264.5,-192.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.5,0.0,0.0,-44.5,-23.599999999999994,22.799999999999997,0.0,-157.0,157.0,0.0,0.0,0.0,101.0,0.0,0.0,-445.2000000000001,445.2000000000001,0.0,2.2,0.0,0.0,-14.5,-3.6999999999999993,3.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-48.20000000000002,-369.09999999999997,488.09999999999997,-421.8,185.70000000000005,20.0,2300.2000000000007,-215.10000000000002,863.8000000000001,-1222.0,737.3,-15.200000000000045,-312.8875209039288
2014-03-03,-108.69999999999999,144.6,0.0,0.0,-31.5,-130.8,-1686.6,1491.3,471.30000000000007,58.4,-264.5,264.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-451.9,609.5,0.0,0.0,-44.5,-23.599999999999994,0.0,0.0,-157.0,157.0,0.0,0.0,-101.0,101.0,0.0,0.0,-445.2000000000001,445.2000000000001,10.399999999999999,2.2,0.0,0.0,-14.5,-3.6999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,-99.69999999999999,-48.20000000000002,-369.09999999999997,488.09999999999997,-421.8,185.70000000000005,-2437.3000000000006,2300.2000000000007,-215.10000000000002,863.8000000000001,-1222.0,737.3,-983.8518867541716
2014-03-10,350.90000000000003,-108.69999999999999,144.6,0.0,0.0,-31.5,-334.4,-1686.6,1491.3,471.30000000000007,58.4,-264.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.39999999999999,-451.9,609.5,0.0,0.0,-44.5,0.0,0.0,0.0,-157.0,157.0,0.0,0.0,-101.0,101.0,0.0,0.0,-445.2000000000001,-0.5999999999999996,10.399999999999999,2.2,0.0,0.0,-14.5,0.0,0.0,0.0,0.0,0.0,0.0,311.1,-99.69999999999999,-48.20000000000002,-369.09999999999997,488.09999999999997,-421.8,278.6,-2437.3000000000006,2300.2000000000007,-215.10000000000002,863.8000000000001,-1222.0,-1170.3744992596257
2014-03-17,918.7,350.90000000000003,-108.69999999999999,144.6,0.0,0.0,0.0,-334.4,-1686.6,1491.3,471.30000000000007,58.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,160.3,0.0,0.0,0.0,0.0,0.0,0.0,1712.7,-48.39999999999999,-451.9,609.5,0.0,0.0,0.0,0.0,0.0,0.0,-157.0,157.0,0.0,0.0,-101.0,101.0,0.0,0.0,-0.6999999999999993,-0.5999999999999996,10.399999999999999,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.10000000000002,311.1,-99.69999999999999,-48.20000000000002,-369.09999999999997,488.09999999999997,2535.7,278.6,-2437.3000000000006,2300.2000000000007,-215.10000000000002,863.8000000000001,-796.6967528707828
2014-03-24,1518.4,918.7,350.90000000000003,-108.69999999999999,144.6,0.0,0.0,0.0,-334.4,-1686.6,1491.3,471.30000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,0.0,0.0,0.0,0.0,0.0,0.0,963.7999999999997,1712.7,-48.39999999999999,-451.9,609.5,0.0,0.0,0.0,0.0,0.0,0.0,-157.0,0.0,0.0,0.0,-101.0,101.0,0.0,0.3999999999999986,-0.6999999999999993,-0.5999999999999996,10.399999999999999,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-132.29999999999998,-95.10000000000002,311.1,-99.69999999999999,-48.20000000000002,-369.09999999999997,2350.2,2535.7,278.6,-2437.3000000000006,2300.2000000000007,-215.10000000000002,443.60897520495564
2014-03-31,-1026.8000000000002,1518.4,918.7,350.90000000000003,-108.69999999999999,144.6,0.0,0.0,0.0,-334.4,-1686.6,1491.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2764.6,963.7999999999997,1712.7,-48.39999999999999,-451.9,609.5,0.0,0.0,0.0,0.0,0.0,0.0,65.5,0.0,0.0,0.0,-101.0,101.0,-11.2,0.3999999999999986,-0.6999999999999993,-0.5999999999999996,10.399999999999999,2.2,0.0,0.0,0.0,0.0,0.0,0.0,344.20000000000005,-132.29999999999998,-95.10000000000002,311.1,-99.69999999999999,-48.20000000000002,-3392.9999999999995,2350.2,2535.7,278.6,-2437.3000000000006,2300.2000000000007,-392.3280505902512
2014-04-07,-1784.3999999999999,-1026.8000000000002,1518.4,918.7,350.90000000000003,-108.69999999999999,0.0,0.0,0.0,0.0,-334.4,-1686.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.7,-2764.6,963.7999999999997,1712.7,-48.39999999999999,-451.9,0.0,0.0,0.0,0.0,0.0,0.0,-65.5,65.5,0.0,0.0,0.0,-101.0,-0.4,-11.2,0.3999999999999986,-0.6999999999999993,-0.5999999999999996,10.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-402.70000000000005,344.20000000000005,-132.29999999999998,-95.10000000000002,311.1,-99.69999999999999,-762.2,-3392.9999999999995,2350.2,2535.7,278.6,-2437.3000000000006,-1171.595249034519
2014-04-14,382.7,-1784.3999999999999,-1026.8000000000002,1518.4,918.7,350.90000000000003,197.0,0.0,0.0,0.0,0.0,-334.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1511.8,1490.7,-2764.6,963.7999999999997,1712.7,-48.39999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.5,65.5,0.0,0.0,0.0,0.1,-0.4,-11.2,0.3999999999999986,-0.6999999999999993,-0.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,67.6,-402.70000000000005,344.20000000000005,-132.29999999999998,-95.10000000000002,311.1,-864.4000000000001,-762.2,-3392.9999999999995,2350.2,2535.7,278.6,1063.396255400221
2014-04-21,21.5,382.7,-1784.3999999999999,-1026.8000000000002,1518.4,918.7,-197.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3,-1511.8,1490.7,-2764.6,963.7999999999997,1712.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.5,65.5,0.0,0.0,14.4,0.1,-0.4,-11.2,0.3999999999999986,-0.6999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,248.8,67.6,-402.70000000000005,344.20000000000005,-132.29999999999998,-95.10000000000002,128.0,-864.4000000000001,-762.2,-3392.9999999999995,2350.2,2535.7,-279.9279892480772
2014-04-28,-413.0,21.5,382.7,-1784.3999999999999,-1026.8000000000002,1518.4,0.0,-197.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,40.3,-1511.8,1490.7,-2764.6,963.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,814.4,0.0,0.0,-65.5,65.5,0.0,-5.9,14.4,0.1,-0.4,-11.2,0.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,-292.4,248.8,67.6,-402.70000000000005,344.20000000000005,-132.29999999999998,136.9000000000001,128.0,-864.4000000000001,-762.2,-3392.9999999999995,2350.2,932.5410352737235
2014-05-05,183.1,-413.0,21.5,382.7,-1784.3999999999999,-1026.8000000000002,444.3,0.0,-197.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.099999999999994,33.8,40.3,-1511.8,1490.7,-2764.6,0.0,0.0,0.0,0.0,0.0,0.0,-814.4,814.4,0.0,0.0,-65.5,65.5,0.40000000000000036,-5.9,14.4,0.1,-0.4,-11.2,0.0,0.0,0.0,0.0,0.0,0.0,-67.19999999999999,-292.4,248.8,67.6,-402.70000000000005,344.20000000000005,-270.9000000000001,136.9000000000001,128.0,-864.4000000000001,-762.2,-3392.9999999999995,-2116.0505283070815
2014-05-12,249.89999999999998,183.1,-413.0,21.5,382.7,-1784.3999999999999,40.099999999999966,444.3,0.0,-197.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.2,-17.099999999999994,33.8,40.3,-1511.8,1490.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-814.4,814.4,0.0,0.0,-65.5,-1.6999999999999993,0.40000000000000036,-5.9,14.4,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,69.30000000000001,-67.19999999999999,-292.4,248.8,67.6,-402.70000000000005,1240.7,-270.9000000000001,136.9000000000001,128.0,-864.4000000000001,-762.2,215.497339586007
